,date,open,close,high,low,volume,amount,amplitude,pct_chg,change,turnover_rate,symbol
0,2021-12-10,50.0,46.75,52.14,44.7,631827,2973974944.0,24.65,54.9,16.57,74.52,SH688110
1,2021-12-13,48.1,48.16,50.77,47.12,385175,1883293088.0,7.81,3.02,1.41,45.43,SH688110
2,2021-12-14,47.4,51.0,51.73,46.5,328120,1608939248.0,10.86,5.9,2.84,38.7,SH688110
3,2021-12-15,51.0,49.09,52.67,49.05,230293,1169209344.0,7.1,-3.75,-1.91,27.16,SH688110
4,2021-12-16,48.78,48.54,50.48,48.05,174534,855760224.0,4.95,-1.12,-0.55,20.59,SH688110
5,2021-12-17,48.54,46.08,48.99,45.8,191097,898355664.0,6.57,-5.07,-2.46,22.54,SH688110
6,2021-12-20,45.2,46.1,46.64,45.15,97517,447557440.0,3.23,0.04,0.02,11.5,SH688110
7,2021-12-21,46.0,45.38,46.39,44.75,81702,371945408.0,3.56,-1.56,-0.72,9.64,SH688110
8,2021-12-22,45.76,45.3,46.8,45.3,95306,438184992.0,3.31,-0.18,-0.08,11.24,SH688110
9,2021-12-23,45.64,46.9,47.39,44.88,126074,584160272.0,5.54,3.53,1.6,14.87,SH688110
10,2021-12-24,46.97,45.51,47.3,45.51,93713,435142704.0,3.82,-2.96,-1.39,11.05,SH688110
11,2021-12-27,45.0,43.97,46.13,43.88,86097,387404176.0,4.94,-3.38,-1.54,10.15,SH688110
12,2021-12-28,44.15,44.3,44.72,43.45,62715,276418528.0,2.89,0.75,0.33,7.4,SH688110
13,2021-12-29,44.29,43.06,44.29,43.01,62240,270742480.0,2.89,-2.8,-1.24,7.34,SH688110
14,2021-12-30,43.05,43.4,44.26,42.98,64894,283420912.0,2.97,0.79,0.34,7.65,SH688110
15,2021-12-31,44.28,45.18,46.42,43.65,101977,459868240.0,6.38,4.1,1.78,11.73,SH688110
16,2022-01-04,45.47,44.7,45.7,44.38,68379,307336480.0,2.92,-1.06,-0.48,7.86,SH688110
17,2022-01-05,44.9,43.2,45.35,42.5,88575,387219520.0,6.38,-3.36,-1.5,10.19,SH688110
18,2022-01-06,42.81,43.56,43.85,42.6,54163,234075192.0,2.89,0.83,0.36,6.23,SH688110
19,2022-01-07,43.21,42.65,43.77,42.64,49660,213918262.0,2.59,-2.09,-0.91,5.71,SH688110
20,2022-01-10,42.9,42.33,42.9,41.37,41027,172339432.0,3.59,-0.75,-0.32,4.72,SH688110
21,2022-01-11,42.02,41.56,42.58,41.46,39864,167216809.0,2.65,-1.82,-0.77,4.58,SH688110
22,2022-01-12,41.75,42.59,42.67,41.7,48252,203698914.0,2.33,2.48,1.03,5.55,SH688110
23,2022-01-13,42.25,41.5,42.41,41.46,46299,193945064.0,2.23,-2.56,-1.09,5.32,SH688110
24,2022-01-14,41.6,42.1,42.76,41.48,49270,208121679.0,3.08,1.45,0.6,5.67,SH688110
25,2022-01-17,42.3,43.42,43.45,42.0,55874,240378261.0,3.44,3.14,1.32,6.43,SH688110
26,2022-01-18,43.29,42.87,43.78,42.66,47632,205416008.0,2.58,-1.27,-0.55,5.48,SH688110
27,2022-01-19,42.0,41.62,42.71,41.49,45660,190997718.0,2.85,-2.92,-1.25,5.25,SH688110
28,2022-01-20,41.73,40.12,41.94,40.0,55080,225072535.0,4.66,-3.6,-1.5,6.33,SH688110
29,2022-01-21,40.2,39.78,40.35,39.51,31940,127066523.0,2.09,-0.85,-0.34,3.67,SH688110
30,2022-01-24,39.95,39.82,40.37,39.6,31322,125397098.0,1.94,0.1,0.04,3.6,SH688110
31,2022-01-25,39.63,37.21,39.9,37.21,60303,231231010.0,6.76,-6.55,-2.61,6.93,SH688110
32,2022-01-26,37.2,37.19,37.74,36.9,29214,108949647.0,2.26,-0.05,-0.02,3.36,SH688110
33,2022-01-27,37.63,36.43,38.08,36.35,39940,148684784.0,4.65,-2.04,-0.76,4.59,SH688110
34,2022-01-28,36.9,35.82,36.95,35.6,39918,144584652.0,3.71,-1.67,-0.61,4.59,SH688110
35,2022-02-07,37.2,36.66,37.5,36.31,41266,152132137.0,3.32,2.35,0.84,4.75,SH688110
36,2022-02-08,36.68,37.56,37.59,36.27,40841,151041704.0,3.6,2.45,0.9,4.7,SH688110
37,2022-02-09,37.56,37.83,37.96,37.06,34896,131166737.0,2.4,0.72,0.27,4.01,SH688110
38,2022-02-10,37.91,37.18,38.23,37.09,32346,121434366.0,3.01,-1.72,-0.65,3.72,SH688110
39,2022-02-11,36.76,35.38,36.89,35.1,62086,222977444.0,4.81,-4.84,-1.8,7.14,SH688110
40,2022-02-14,34.7,34.82,35.26,34.53,32682,113864083.0,2.06,-1.58,-0.56,3.76,SH688110
41,2022-02-15,34.93,35.97,36.19,34.91,41271,147367663.0,3.68,3.3,1.15,4.75,SH688110
42,2022-02-16,36.3,36.48,36.66,35.9,35516,129158642.0,2.11,1.42,0.51,4.08,SH688110
